7,0.0006735801696777343,446.8
8,0.002299070358276367,1072.4
9,0.00886363983154297,2436.6
10,0.03695969581604004,5666.6
11,0.15120501518249513,12665.8
12,0.6471383571624756,28359.2
13,2.323529291152954,61980.2
14,9.339982557296754,136013.4
15,37.15088701248169,294148.6
16,151.72654638290405,638607.8
17,633.3832889080047,1361485.6
7,0.0006349086761474609,0
8,0.002090930938720703,0
9,0.009231805801391602,0
10,0.03687024116516113,0
11,0.13965177536010742,0
12,0.5772547721862793,0
13,2.2088561058044434,0
14,8.899559736251831,0
15,34.71360373497009,0
16,143.17758893966675,0
17,555.3927760124207,0
7,0.0008897781372070312,4096
8,0.0030777454376220703,16384
9,0.011894941329956055,65536
10,0.046324968338012695,262144
11,0.18746089935302734,1048576
12,0.7292091846466064,4194304
13,2.824856996536255,16777216
14,11.634665250778198,67108864
15,45.08652710914612,268435456
16,186.05911922454834,1073741824
17,742.7459571361542,4294967296
7,0.0006193161010742187,105.0
8,0.0020678043365478516,215.0
9,0.00869441032409668,425.0
10,0.03675990104675293,854.0
11,0.14280920028686522,1709.8
12,0.5672330379486084,3427.8
13,2.2896140098571776,6871.8
14,9.058969449996948,13687.2
15,35.97056498527527,27327.4
16,143.80700392723082,54495.4
17,575.2934013843536,109227.2
